cycle,name,current-object,current-action,time-left,sleep,hunger,social,hygene,culinary,outdoor,sport,knowlegable
960,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
961,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
962,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
963,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
964,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
965,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
966,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
967,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
968,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
969,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
970,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
971,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
972,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
973,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
974,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
975,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
976,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
977,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
978,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
979,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
980,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
981,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
982,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
983,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
984,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
985,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
986,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
987,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
988,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
989,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
990,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
991,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
992,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
993,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
994,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
995,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
996,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
997,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
998,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
999,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
1000,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
